rowid,brainfield,ENSEMBL,SYMBOL,GENENAME,MAP,ENTREZID,BIOSOURCE_POSITION,GENETYPE,LOCUS,DESCRIPTION,SUMMARY,gene_family
14858,ENSG00000136750,ENSG00000136750,GAD2,glutamate decarboxylase 2,10p12.1,2572,10,protein-coding,GAD2,glutamate decarboxylase 2,"This gene encodes one of several forms of glutamic acid decarboxylase, identified as a major autoantigen in insulin-dependent diabetes. The enzyme encoded is responsible for catalyzing the production of gamma-aminobutyric acid from L-glutamic acid. A pathogenic role for this enzyme has been identified in the human pancreas since it has been identified as an autoantibody and an autoreactive T cell target in insulin-dependent diabetes. This gene may also play a role in the stiff man syndrome. Alternative splicing results in multiple transcript variants that encode the same protein. [provided by RefSeq, Oct 2008]",Metabolic Enzyme
1205,ENSG00000115317,ENSG00000115317,HTRA2,HtrA serine peptidase 2,2p13.1,27429,2,protein-coding,HTRA2,HtrA serine peptidase 2,"This gene encodes a serine protease. The protein has been localized in the endoplasmic reticulum and interacts with an alternatively spliced form of mitogen-activated protein kinase 14. The protein has also been localized to the mitochondria with release to the cytosol following apoptotic stimulus. The protein is thought to induce apoptosis by binding the apoptosis inhibitory protein baculoviral IAP repeat-containing 4. Nuclear localization of this protein has also been observed. Alternate splicing of this gene results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Mar 2016]",Metabolic Enzyme
13998,ENSG00000167755,ENSG00000167755,KLK6,kallikrein related peptidase 6,19q13.41,5653,19,protein-coding,KLK6,kallikrein related peptidase 6,"This gene encodes a member of the kallikrein subfamily of the peptidase S1 family of serine proteases. Growing evidence suggests that many kallikreins are implicated in carcinogenesis and some have potential as novel cancer and other disease biomarkers. The encoded preproprotein is proteolytically processed to generate the mature protease. Expression of this protease is regulated by steroid hormones and may be elevated in multiple human cancers and in serum from psoriasis patients. The encoded protease may participate in the cleavage of amyloid precursor protein and alpha-synuclein, thus implicating this protease in Alzheimer's and Parkinson's disease, respectively. This gene is located in a gene cluster on chromosome 19. Alternative splicing results in multiple transcript variants, at least one of which encodes an isoform that is proteolytically processed. [provided by RefSeq, Feb 2016]",Metabolic Enzyme
9188,ENSG00000189221,ENSG00000189221,MAOA,monoamine oxidase A,Xp11.3,4128,X,protein-coding,MAOA,monoamine oxidase A,"This gene is one of two neighboring gene family members that encode mitochondrial enzymes which catalyze the oxidative deamination of amines, such as dopamine, norepinephrine, and serotonin. Mutation of this gene results in Brunner syndrome. This gene has also been associated with a variety of other psychiatric disorders, including antisocial behavior. Alternatively spliced transcript variants encoding multiple isoforms have been observed. [provided by RefSeq, Jul 2012]",Metabolic Enzyme
11654,ENSG00000069535,ENSG00000069535,MAOB,monoamine oxidase B,Xp11.3,4129,X,protein-coding,MAOB,monoamine oxidase B,"The protein encoded by this gene belongs to the flavin monoamine oxidase family. It is a enzyme located in the mitochondrial outer membrane. It catalyzes the oxidative deamination of biogenic and xenobiotic amines and plays an important role in the metabolism of neuroactive and vasoactive amines in the central nervous sysytem and peripheral tissues. This protein preferentially degrades benzylamine and phenylethylamine. [provided by RefSeq, Jul 2008]",Metabolic Enzyme
102,ENSG00000177000,ENSG00000177000,MTHFR,methylenetetrahydrofolate reductase,1p36.22,4524,1,protein-coding,MTHFR,methylenetetrahydrofolate reductase,"The protein encoded by this gene catalyzes the conversion of 5,10-methylenetetrahydrofolate to 5-methyltetrahydrofolate, a co-substrate for homocysteine remethylation to methionine. Genetic variation in this gene influences susceptibility to occlusive vascular disease, neural tube defects, colon cancer and acute leukemia, and mutations in this gene are associated with methylenetetrahydrofolate reductase deficiency.[provided by RefSeq, Oct 2009]",Metabolic Enzyme
7080,ENSG00000007168,ENSG00000007168,PAFAH1B1,platelet activating factor acetylhydrolase 1b regulatory subunit 1,17p13.3,5048,17,protein-coding,PAFAH1B1,platelet activating factor acetylhydrolase 1b regulatory subunit 1,"This locus was identified as encoding a gene that when mutated or lost caused the lissencephaly associated with Miller-Dieker lissencephaly syndrome. This gene encodes the non-catalytic alpha subunit of the intracellular Ib isoform of platelet-activating factor acteylhydrolase, a heterotrimeric enzyme that specifically catalyzes the removal of the acetyl group at the SN-2 position of platelet-activating factor (identified as 1-O-alkyl-2-acetyl-sn-glyceryl-3-phosphorylcholine). Two other isoforms of intracellular platelet-activating factor acetylhydrolase exist: one composed of multiple subunits, the other, a single subunit. In addition, a single-subunit isoform of this enzyme is found in serum. [provided by RefSeq, Apr 2009]",Metabolic Enzyme
11590,ENSG00000100033,ENSG00000100033,PRODH,proline dehydrogenase 1,22q11.21,5625,22,protein-coding,PRODH,proline dehydrogenase 1,"This gene encodes a mitochondrial protein that catalyzes the first step in proline degradation. Mutations in this gene are associated with hyperprolinemia type 1 and susceptibility to schizophrenia 4 (SCZD4). This gene is located on chromosome 22q11.21, a region which has also been associated with the contiguous gene deletion syndromes, DiGeorge and CATCH22. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Aug 2010]",Metabolic Enzyme
8780,ENSG00000142168,ENSG00000142168,SOD1,superoxide dismutase 1,21q22.11,6647,21,protein-coding,SOD1,superoxide dismutase 1,"The protein encoded by this gene binds copper and zinc ions and is one of two isozymes responsible for destroying free superoxide radicals in the body. The encoded isozyme is a soluble cytoplasmic protein, acting as a homodimer to convert naturally-occuring but harmful superoxide radicals to molecular oxygen and hydrogen peroxide. The other isozyme is a mitochondrial protein. Mutations in this gene have been implicated as causes of familial amyotrophic lateral sclerosis. Rare transcript variants have been reported for this gene. [provided by RefSeq, Jul 2008]",Metabolic Enzyme
10471,ENSG00000137573,ENSG00000137573,SULF1,sulfatase 1,8q13.2-q13.3,23213,8,protein-coding,SULF1,sulfatase 1,"This gene encodes an extracellular heparan sulfate endosulfatase. The encoded enzyme selectively removes 6-O-sulfate groups from heparan sulfate chains of heparan sulfate proteoglycans (HSPGs). The enzyme is secreted through the Golgi and is subsequently localized to the cell surface. The expression of this gene may be down-regulated in several types of cancer, including hepatocellular (HCC), ovarian and breast cancers. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Aug 2013]",Metabolic Enzyme
10583,ENSG00000148090,ENSG00000148090,AUH,AU RNA binding methylglutaconyl-CoA hydratase,9q22.31,549,9,protein-coding,AUH,AU RNA binding methylglutaconyl-CoA hydratase,"This gene encodes bifunctional mitochondrial protein that has both RNA-binding and hydratase activities. The encoded protein is a methylglutaconyl-CoA hydratase that catalyzes the hydration of 3-methylglutaconyl-CoA to 3-hydroxy-3-methyl-glutaryl-CoA, a critical step in the leucine degradation pathway. This protein also binds AU-rich elements (AREs) found in the 3' UTRs of rapidly decaying mRNAs including c-fos, c-myc and granulocyte/ macrophage colony stimulating factor. ARE elements are involved in directing RNA to rapid degradation and deadenylation. This protein is localizes to the mitochondrial matrix and the inner mitochondrial membrane and may be involved in mitochondrial protein synthesis. Mutations in this gene are the cause of 3-methylglutaconic aciduria, type I. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Sep 2015]",Metabolic Process
10791,ENSG00000174684,ENSG00000174684,B4GAT1,"beta-1,4-glucuronyltransferase 1",11q13.2,11041,11,protein-coding,B4GAT1,"beta-1,4-glucuronyltransferase 1","This gene encodes a member of the beta-1,3-N-acetylglucosaminyltransferase family. This enzyme is a type II transmembrane protein. It is essential for the synthesis of poly-N-acetyllactosamine, a determinant for the blood group i antigen. [provided by RefSeq, Jul 2008]",Metabolic Process
14982,ENSG00000100884,ENSG00000100884,CPNE6,copine 6,14q11.2,9362,14,protein-coding,CPNE6,copine 6,"This gene encodes a member of the copine family. Members of this family are calcium-dependent, phospholipid-binding proteins with C2 domains, two calcium- and phospholipid-binding domains. Through their domain structure and lipid binding capabilities, these proteins may play a role in membrane trafficking. This protein is thought to be brain-specific and has a domain structure of two N-terminal C2 domains and one von Willebrand factor A domain. It may have a role in synaptic plasticity. [provided by RefSeq, Jul 2013]",Metabolic Process
